id,vendeur,client,age_client,produit,categorie,quantite,prix_paye
3958,ALLAM Lamine,UOCOGYJOE QDBQODV,51,P42,C43,250,8545336.822971918
3959,BADREDDINE Manel,XUOSEOZZU EPIUGV,35,P18,C19,88,2485495.595713129
3960,AGOUILAL riadh,HFQNCD RDXEHX,53,P26,C27,290,3853196.2082920442
3961,AGOUILAL riadh,LXBHWF AYDZQI,60,P75,C76,193,7993284.127364688
3962,TOUATI Abderahmane,KWOENXV HGYVUFSZS,33,P46,C47,42,2647723.566415914
3963,AGOUILAL riadh,RXZOTKXSQ KXFOG,35,P55,C56,391,7039086.511391538
3964,LAIHEM Said,LNCUEYSGH MOZINNN,48,P65,C66,221,1193194.7371224444
3965,MOHAMMEDI Asma,MCZRQ UBXDQNQO,60,P38,C39,349,3512090.133166872
3966,TOUATI Abderahmane,GWRJHXE FRULIT,36,P50,C51,70,6094869.518635066
3967,LAIHEM Said,OZJNBDE YGPHNDQ,55,P39,C40,339,870398.5112730652
3968,BADREDDINE Manel,SRZXM YNHIOHHOH,57,P73,C74,303,1620491.6107575195
3969,AIT-AISSA Salim,SUUFSMZ NZKIQERO,53,P22,C23,173,3689246.066928923
3970,AGOUILAL riadh,PAXQIXVJ GUGPMHBQK,27,P13,C14,309,3567590.4175210274
3971,TAIR Karim,QGBBGN FAEPZ,33,P35,C36,254,6148446.850863241
3972,AGOUILAL riadh,MYHMQSUT RBVXO,59,P67,C68,27,2874819.100630602
3973,BOUDJELOUAH Issam,BSUAME EWNCTZQT,37,P32,C33,371,8719647.589548798
3974,AIT-AISSA Salim,ZNYYPNQCH GVWBJMTN,37,P22,C23,121,5471837.051820219
3975,TOUATI Abderahmane,LGNRMNDXP YGYNF,29,P56,C57,249,1046886.8236694107
3976,BADREDDINE Manel,GSSMVTH VOHCEN,62,P29,C30,396,3398608.534996719
3977,BOUDJELOUAH Issam,FLEKELHL AHUMO,59,P73,C74,71,4753550.331415867
3978,ALLAM Lamine,ICZCHERLA WBOTC,27,P40,C41,303,3510680.627607916
3979,AIT-AISSA Salim,RJANZEO WIWNTLX,20,P85,C86,158,7221732.915424359
3980,TOUATI Abderahmane,YQUTMXSUJ BRRKZ,63,P58,C59,140,8681892.735795055
3981,BADREDDINE Manel,SRUVRYXOY AQZKPCHRQ,65,P54,C55,227,6304299.075753615
3982,TAIR Karim,VRXZNMDQ OGVIEYD,33,P31,C32,223,4307487.26976375
3983,TAIR Karim,KBSMUHGNV YQJQLM,34,P8,C9,373,2369528.09336872
3984,BOUDJELOUAH Issam,XSZODG UXTUODYNO,59,P2,C3,379,6598801.729803154
3985,AGOUILAL riadh,QZXPU XNEVLTN,47,P13,C14,214,5437651.276406135
3986,TOUATI Abderahmane,HALCQ EGMIOYDA,39,P33,C34,197,7477573.618658115
3987,BOUDJELOUAH Issam,VQXWXSFW LQIBANPSC,57,P84,C85,146,1709249.7032386528
3988,ALLAM Lamine,PKFXVE PBEYFWNHU,29,P31,C32,92,3605617.86914137
3989,AGOUILAL riadh,KBFTUOYBZ YJJCQQQ,38,P32,C33,345,1054856.8370066518
3990,TAIR Karim,NUFCMYB MOJWJ,39,P21,C22,203,2655939.2323851413
3991,AGOUILAL riadh,LHJWB GOYFHEAGM,49,P5,C6,39,718273.6834469207
3992,TAIR Karim,ZKYFQV NPMGHOMC,45,P88,C89,140,8276462.137533073
3993,ALLAM Lamine,UAPPWNI BTUKZGCD,64,P80,C81,260,4134628.488499711
3994,TAIR Karim,MJIQDT AGRAYDTO,49,P50,C51,263,5495048.362215361
3995,LAIHEM Said,YSAXZ LNWDKKKS,35,P64,C65,356,6354544.815359189
3996,AGOUILAL riadh,GWJOGCD SEXQDFXJ,22,P20,C21,34,8407462.777740687
3997,ALLAM Lamine,WJFUJFCC WFOQVUJXS,61,P40,C41,351,8268249.114199159
3998,ALLAM Lamine,IVGSJIYUA KZFADWLNO,37,P56,C57,341,5763913.761975758
3999,AGOUILAL riadh,XJVSRAL QBJXVUJBU,54,P89,C90,100,8112550.267251851
4000,AIT-AISSA Salim,KENBQN ACXOWL,27,P26,C27,100,6532683.487096589
4001,LAIHEM Said,GJVTFOLEW FOVHFRQSU,30,P46,C47,237,9885946.204464706
4002,ALLAM Lamine,XQPMYH NGCUVEJV,56,P35,C36,384,3216535.9658152275
4003,TOUATI Abderahmane,BZQHRBAYR LFDQRFPX,38,P59,C60,176,3044023.0013009603
4004,BOUDJELOUAH Issam,SUIEOL RKRZP,22,P8,C9,162,3633451.911946618
4005,LAIHEM Said,SXBKMQSR HTWLOQOJ,65,P10,C11,382,8230291.227676147
4006,ALLAM Lamine,FEHFTZ STSJGS,53,P49,C50,276,4616238.547350813
4007,BADREDDINE Manel,PQDQRZ APOQR,62,P23,C24,260,8213249.3447478805
4008,AIT-AISSA Salim,DRIGZWMNV ACGTHDZHU,64,P77,C78,38,7494870.024604093
4009,BADREDDINE Manel,ZEYMBZWN QUFSEBZQ,65,P27,C28,159,6397138.440723785
4010,ALLAM Lamine,UBAMXP VTVMMLP,22,P22,C23,217,1721347.8202150716
4011,BOUDJELOUAH Issam,NITMRT MBKEJT,52,P48,C49,47,7849700.701368753
4012,BADREDDINE Manel,GYWXYNW AUBIECNEQ,48,P55,C56,108,4383728.807896953
4013,TOUATI Abderahmane,JNEOY LWFMBYMDX,48,P17,C18,127,7652061.043508717
4014,TOUATI Abderahmane,CUIFULLM QASRCM,26,P88,C89,49,1285180.0179747036
4015,ALLAM Lamine,JAVGR KHSDDDM,35,P15,C16,327,9008306.996481478
4016,AIT-AISSA Salim,SGACSYVQ EMTAPM,25,P53,C54,23,2776394.4307344793
4017,BADREDDINE Manel,OAJPWXU HPCLX,49,P62,C63,265,4902008.959897192
4018,LAIHEM Said,QAKZF ENPIRCNQX,49,P73,C74,243,6451388.171082149
4019,TAIR Karim,MUZALKAY LPBETWCQ,64,P22,C23,123,9586380.504252218
4020,AIT-AISSA Salim,LEGOXZGP LEUTMW,52,P78,C79,316,6762780.913557701
4021,TOUATI Abderahmane,HQITN MZDVNJMJI,64,P70,C71,324,2081194.981235543
4022,AGOUILAL riadh,LGOHBY FJGAOXQ,61,P84,C85,20,6822259.002188734
4023,AGOUILAL riadh,WMDMM MJMDOTHF,45,P50,C51,121,1365809.1003592776
4024,AGOUILAL riadh,TGQCRKDH PBJAGREM,25,P25,C26,193,1760318.3630387543
4025,LAIHEM Said,CDSGTOBMK LTESKW,21,P24,C25,361,7602621.644125278
4026,BOUDJELOUAH Issam,GUYXLETA BEZYAXRBS,35,P32,C33,141,4258661.585516212
4027,AIT-AISSA Salim,CMKJXOMKZ DTDMT,21,P52,C53,144,7053816.961978482
4028,TAIR Karim,KXSEI LLJDVYB,56,P60,C61,386,2185345.716181492
4029,ALLAM Lamine,CCMCOHY QQCSGRVP,60,P44,C45,59,1979220.4596704761
4030,TAIR Karim,IHEMDRPDT OPSFT,35,P24,C25,39,5724095.839609317
4031,BADREDDINE Manel,YDBRNVY SAPMRHSC,54,P14,C15,381,4597317.874218299
4032,BOUDJELOUAH Issam,WJVSMPYLW GOFCJN,50,P17,C18,198,1207801.1281154344
4033,ALLAM Lamine,HTBDSED SPDQNL,26,P7,C8,302,9304499.978203936
4034,BADREDDINE Manel,CTEZOBZ RXYDNDT,29,P80,C81,276,4767626.693742647
4035,BADREDDINE Manel,MJCESME RTIIHWYCZ,34,P20,C21,163,7227173.090370071
4036,AIT-AISSA Salim,FPGIB OMKPFVYEO,50,P81,C82,1,4258133.777255444
4037,TOUATI Abderahmane,YWXVENH RJMUYAC,51,P90,C91,46,5843761.588779651
4038,AGOUILAL riadh,TZEDUDVJ OYCOUQJ,60,P2,C3,41,8888510.458959343
4039,BOUDJELOUAH Issam,YSVXUJSSK JFPNST,37,P11,C12,214,8589072.489958849
4040,MOHAMMEDI Asma,LELSX GDEOMRPST,40,P82,C83,189,6694873.989961058
4041,ALLAM Lamine,JTTVKIACU LDJSW,41,P88,C89,150,3731611.4767495017
4042,LAIHEM Said,AXYIWLDOJ DLJNF,22,P17,C18,192,3913294.7669115267
4043,AIT-AISSA Salim,EFCZX BUUDKWJKW,38,P43,C44,140,7156479.406979324
4044,AGOUILAL riadh,AYLWFJTQD LYCJLE,26,P15,C16,44,2916636.7735327524
4045,BADREDDINE Manel,YSEOGIHNR XTRCIGFU,33,P78,C79,180,9234272.540762031
4046,ALLAM Lamine,OTGSZW KKORHELUK,45,P70,C71,51,50591.09462160303
4047,TOUATI Abderahmane,LJLWZK YRAUJMDTK,37,P38,C39,8,8238278.185764554
4048,BOUDJELOUAH Issam,DYPTGBCW WFOGBXSK,40,P54,C55,94,5133369.446953345
4049,BOUDJELOUAH Issam,GSKAXKVV VEZOPU,26,P85,C86,270,9212605.098117964
4050,AIT-AISSA Salim,FEVAFWB OBVSUNPK,23,P47,C48,108,4215230.217898036
4051,TOUATI Abderahmane,PRBLCUO ANOLOFWH,38,P52,C53,236,9736124.239447946
4052,MOHAMMEDI Asma,IRGCP QKRRLW,24,P79,C80,349,5839374.600694952
4053,AIT-AISSA Salim,GOKJH NRNOB,54,P66,C67,397,9754709.651430584
4054,LAIHEM Said,GGUZQ MAOVADL,26,P54,C55,135,3340143.758023983
4055,MOHAMMEDI Asma,BCUABOVAA HPRZBYBI,65,P10,C11,169,585555.007920875
4056,AIT-AISSA Salim,DDTWV OVAZHSEA,56,P66,C67,390,7887129.590451069
4057,AIT-AISSA Salim,FCVFLE HOOAFE,58,P19,C20,135,612816.0155997772
4058,AIT-AISSA Salim,PUUYIAR DOFBPA,50,P74,C75,145,9882643.620203564
4059,LAIHEM Said,ZUTQJBJI ICSJFGC,43,P84,C85,324,3860037.9412509273
4060,MOHAMMEDI Asma,AGQIAMV NSBTH,59,P8,C9,189,3019625.610603298
4061,TOUATI Abderahmane,AGGYTKPHI LZMOCO,46,P75,C76,242,9916246.548769379
4062,AIT-AISSA Salim,DARDBEBDX XRYAVTIC,25,P86,C87,245,3021166.9841077984
4063,LAIHEM Said,QFKRXCD MMFQKLWO,44,P86,C87,44,9052056.474364655
4064,BADREDDINE Manel,IQXSFN YSVUL,65,P86,C87,100,7808564.930091031
4065,AGOUILAL riadh,WPBVNMXS QEAFEECEF,21,P33,C34,341,6418150.170034422
4066,LAIHEM Said,POLTMT MWJOAKOAR,34,P59,C60,107,3638421.622619087
4067,TOUATI Abderahmane,YZLEGB WQWDU,23,P32,C33,114,31858.670129483384
4068,LAIHEM Said,KBRLW AXOJLMBD,39,P62,C63,195,2852251.284369783
4069,BADREDDINE Manel,YQAMID RWCHHMWT,20,P9,C10,91,2139353.2369681858
4070,TAIR Karim,VRMSGG QYRNJOX,61,P73,C74,45,8724966.004570382
4071,AIT-AISSA Salim,TDCQGYL WLWDI,20,P26,C27,348,395099.67639815435
4072,AIT-AISSA Salim,CUXJSXT UNDNWXXA,30,P77,C78,345,9928701.932091516
4073,BOUDJELOUAH Issam,ADVHE TICZAP,59,P64,C65,275,7663023.1707077185
4074,TAIR Karim,GPWVHDZU BYTBM,63,P3,C4,104,7465647.187528221
4075,TAIR Karim,FFLPL MTULOZ,57,P33,C34,386,3401657.2354004383
4076,TOUATI Abderahmane,HIWDIJ WSYBYGZ,62,P19,C20,364,2819792.9296253948
4077,LAIHEM Said,HJSRQOJ GFTYJBDWL,61,P80,C81,350,1642370.4627489615
4078,MOHAMMEDI Asma,TZKNF ZQJVWIAYO,52,P56,C57,113,1060332.9726800295
4079,AIT-AISSA Salim,CODCL LQPDTPLPC,26,P76,C77,1,1535017.7190980227
4080,BOUDJELOUAH Issam,BITNXQC TKSFX,39,P47,C48,204,8961511.374423377
4081,BADREDDINE Manel,EYVNBJTU UIFUV,50,P72,C73,342,4653965.4505361775
4082,TOUATI Abderahmane,IQKWWQKCV ZWIEJQH,32,P31,C32,78,12119.752779967383
4083,MOHAMMEDI Asma,TAUIXZAKJ YXIUCBZ,58,P84,C85,181,6908200.878788352
4084,BOUDJELOUAH Issam,LFDTONUX KQJTEJRXW,60,P63,C64,388,8148091.977042169
4085,ALLAM Lamine,PNIRCCKE MQATXVUNU,58,P26,C27,130,2489552.365774618
4086,TOUATI Abderahmane,UIYTCDX QGXLLQT,35,P7,C8,51,9429532.285763726
4087,TAIR Karim,HQWSAC UFGSQTQCC,57,P43,C44,205,1867662.524701159
4088,LAIHEM Said,HAKRUW PDCWNJNL,59,P56,C57,72,7673923.561101002
4089,AGOUILAL riadh,IBMASIA XOSLJBGZ,51,P30,C31,67,4400392.266814504
4090,MOHAMMEDI Asma,VHDZCQQ EEQMUZXHU,48,P49,C50,15,699941.4424272979
4091,ALLAM Lamine,AFYWMMA HJTFQZDU,53,P63,C64,68,144060.64035568165
4092,ALLAM Lamine,WXQFSWLV GYUWJ,24,P23,C24,395,7656.554740660621
4093,BOUDJELOUAH Issam,EBFQWJIUG PBXML,21,P52,C53,170,9969968.656939069
4094,TAIR Karim,PELLCLJ ALEXNZSI,24,P32,C33,64,5922467.369010266
4095,AGOUILAL riadh,WTAMKDED BWNGFCG,57,P18,C19,260,6725044.730246958
4096,BADREDDINE Manel,PNDHOA HPACUUVU,23,P81,C82,363,8496436.682083048
4097,BADREDDINE Manel,KQXDTSRJA ITIXTCX,36,P49,C50,99,8049775.268108542
4098,LAIHEM Said,BFAYKGYW EWHQW,42,P9,C10,221,1643656.3849471975
4099,BADREDDINE Manel,VQGFIG GEMRPSL,35,P37,C38,18,6589048.207412629
4100,LAIHEM Said,DEHUQOJHH HKOOUPBN,59,P73,C74,279,7963747.820592815
4101,AIT-AISSA Salim,VZSEIMZQI CDLVYXZ,23,P30,C31,287,2148981.193949388
4102,TAIR Karim,RIVXSC PCPUKG,40,P66,C67,113,5102546.719301832
4103,ALLAM Lamine,TYYZWYV NVXEKPZOO,52,P24,C25,88,1676691.755111821
4104,ALLAM Lamine,WDLLZY AAIDSEF,45,P25,C26,251,7393318.398698688
4105,BADREDDINE Manel,HFSCCEJL BDUWSY,52,P52,C53,322,4640237.915079703
4106,AIT-AISSA Salim,JSGOR ZJRLBNK,52,P74,C75,399,1603573.9621425502
4107,BADREDDINE Manel,MMYFML UCDSKWHWP,21,P24,C25,226,6675812.084765604
4108,MOHAMMEDI Asma,MVOHY VGLUHG,32,P47,C48,32,8295023.430475601
4109,TOUATI Abderahmane,URUUGWFS STMDFC,26,P85,C86,155,955587.1113735297
4110,MOHAMMEDI Asma,GDMLEVMAO ZDTLCY,57,P36,C37,244,7036491.43283277
4111,AIT-AISSA Salim,FXFPB IQTYVS,49,P78,C79,200,1663131.7336131572
4112,ALLAM Lamine,GEBNOZH XSHNEYB,29,P39,C40,326,7335566.3372734925
4113,MOHAMMEDI Asma,HNXSK QPJTMBGO,44,P48,C49,261,7895875.062308693
4114,TOUATI Abderahmane,XUSSQUZ ZSLDETCZD,21,P44,C45,232,6382895.230468049
4115,BADREDDINE Manel,XBJQLSR ZQJZPNRSI,30,P77,C78,226,663569.6664654636
4116,ALLAM Lamine,TOFUKWKPX JPZDREPLA,25,P50,C51,102,2258756.771281946
4117,BOUDJELOUAH Issam,VLEMI GWHDBT,47,P35,C36,260,3901.335344583862
4118,TAIR Karim,BEJBRDR WHMNMUE,56,P90,C91,206,3870358.6318622483
4119,ALLAM Lamine,QSPUJOJCS RPHLYELQ,28,P78,C79,299,6076815.7596618645
4120,AIT-AISSA Salim,GDPRR UOQYUWMU,49,P43,C44,266,2372077.7833414394
4121,LAIHEM Said,KAVSXYAK JAJTWPTKV,33,P82,C83,174,904826.5878264549
4122,LAIHEM Said,KDAVQFFI PIXDX,55,P81,C82,366,5325425.561726073
4123,AIT-AISSA Salim,RHFHWPIQ VXIOSD,36,P54,C55,400,1682957.8812467088
4124,LAIHEM Said,DLPVUKQ LXMFBDRA,35,P49,C50,375,7131302.624268291
4125,AGOUILAL riadh,BJNZEWXKP LFPCN,39,P68,C69,14,5204549.68539026
4126,TOUATI Abderahmane,HYWKAJLNV DXQFTX,27,P75,C76,383,3478840.2708305907
4127,AGOUILAL riadh,XIFQFLPJK CKOFUSGIP,51,P29,C30,154,2484016.156636189
4128,TOUATI Abderahmane,HLFFORDH CKPZJVMLH,28,P23,C24,271,1279655.0560273714
4129,AGOUILAL riadh,BQIZAQW JZOIAY,37,P56,C57,107,3371122.0219157287
4130,LAIHEM Said,QCFTZVABQ TDBNV,30,P57,C58,21,9476529.055356838
4131,MOHAMMEDI Asma,FNUYPXI IUZGMCA,38,P4,C5,11,8557131.666436374
4132,TAIR Karim,MEYZY GJDOWDQ,63,P52,C53,228,1887389.6773126505
4133,TOUATI Abderahmane,KXWJRBJDK TRCND,60,P3,C4,21,1518153.3437366807
4134,AGOUILAL riadh,FVPYB QIOYY,50,P34,C35,87,6456059.183217127
4135,AIT-AISSA Salim,ARQXTU PCKAJFFDP,52,P86,C87,207,288642.97992869926
4136,TAIR Karim,EWCHOG OWECHQR,27,P52,C53,170,1866803.3225824325
4137,AGOUILAL riadh,BWGZYIEMW CFICI,55,P62,C63,31,182731.13186376146
4138,BOUDJELOUAH Issam,FXCJYMYW IMAZIQJ,43,P21,C22,347,894702.5059660691
4139,AIT-AISSA Salim,ZMFPBHOMX JSLGTCO,65,P24,C25,314,7780355.615827518
4140,BADREDDINE Manel,DXPJBY DBOVA,49,P52,C53,119,3896109.8411562243
4141,LAIHEM Said,QMQBIBR DYIURBLTX,63,P48,C49,191,7894657.287890233
4142,BOUDJELOUAH Issam,LUJVOCAD PBEUW,49,P19,C20,92,6344865.484378207
4143,TAIR Karim,PDKUNEI VMCGZNTUN,44,P56,C57,327,8532831.424217513
4144,ALLAM Lamine,ZGMSM EMLIQWAAX,25,P28,C29,398,7330566.9867557045
4145,BOUDJELOUAH Issam,MYQTOUEVL RHJRWBKIO,35,P16,C17,295,4985556.695772443
4146,MOHAMMEDI Asma,NCZAI YDWNP,54,P50,C51,45,46555.4811413348
4147,TAIR Karim,QHRDWOD JEXAMGA,36,P36,C37,328,2145466.997076658
4148,TAIR Karim,NZUHMGI WZEGXC,52,P77,C78,157,6380637.6352003105
4149,AGOUILAL riadh,ZEFGRR YGETIHVC,29,P15,C16,70,5166057.725177487
4150,AIT-AISSA Salim,IEJUPXMH AQBMDWKD,48,P53,C54,353,4479971.497504729
4151,MOHAMMEDI Asma,JERSPR RDINDCI,39,P13,C14,369,897015.3939644312
4152,AGOUILAL riadh,PBYAWOIVU ARUFFLR,57,P15,C16,10,4128059.955551416
4153,AGOUILAL riadh,HCTNO TTLBJN,38,P13,C14,53,6558010.520503847
4154,TAIR Karim,EKOUAIWGP AVSMBLPCH,43,P6,C7,141,1971921.345095598
4155,TOUATI Abderahmane,HWUAS EEJPVPXKK,63,P65,C66,262,7831560.27974503
4156,MOHAMMEDI Asma,JFGAREE DQNSQ,21,P55,C56,74,2408934.7563870763
4157,MOHAMMEDI Asma,OMGGX TBIDKDJ,22,P23,C24,76,6245389.13811679
4158,TAIR Karim,NPVVC BMKAKBQVF,28,P41,C42,293,2344663.555450912
4159,AGOUILAL riadh,EBHFXZ JTLPCXJBO,25,P90,C91,102,8813180.275042038
4160,TAIR Karim,CVOPGZL HANTZJO,60,P25,C26,171,971635.1981692476
4161,AGOUILAL riadh,GVRHUJ EGUKOQASE,49,P46,C47,286,272990.18079076
4162,BADREDDINE Manel,FLBEMJUEH YHPWVIN,26,P62,C63,158,8236366.830370423
4163,BOUDJELOUAH Issam,FFXVT AUSFO,26,P88,C89,156,6743812.768449083
4164,AGOUILAL riadh,CBSIE MUVWP,49,P44,C45,304,4440581.371970422
4165,BADREDDINE Manel,XIRDYX WGSSKIFSW,40,P16,C17,87,7883698.357538357
4166,LAIHEM Said,TBYDT OLQNJNRYL,39,P73,C74,109,1128417.1604348735
4167,BOUDJELOUAH Issam,ZXDGAZJW NAOWXAWZ,27,P29,C30,382,4377400.5582523905
4168,AIT-AISSA Salim,VZWZHSE WYDLKYFO,37,P5,C6,253,4070621.0898355152
4169,TAIR Karim,FRNUQJHS KHZZRIEW,60,P53,C54,394,1564658.074525111
4170,AGOUILAL riadh,HVSNI WDJNEXV,33,P36,C37,271,4196837.919411269
4171,BOUDJELOUAH Issam,ABDREPR FIAIMLIWP,55,P49,C50,345,3313057.359073186
4172,ALLAM Lamine,RZARDMXBA IWAUTUXSY,25,P44,C45,278,5506024.634583489
4173,AIT-AISSA Salim,ZSSDUS FGUWAUKJQ,54,P86,C87,30,8973060.75940108
4174,BADREDDINE Manel,DXXTBPINZ IVNYIQR,51,P24,C25,125,5922424.822227668
4175,BADREDDINE Manel,AKPUTKKI DNVDAP,38,P81,C82,160,8495083.735371334
4176,AIT-AISSA Salim,KJUDWKW QQQCKBIRU,45,P69,C70,387,7243261.130509081
4177,LAIHEM Said,UISVM WOHXGBFCO,63,P28,C29,189,4394586.209154739
4178,MOHAMMEDI Asma,JWUAP AUJZL,60,P83,C84,168,491601.9846114746
4179,AGOUILAL riadh,LYJEPHXRI MSPVNYFJJ,59,P39,C40,217,6358243.529100003
4180,BADREDDINE Manel,OYJWGVJCN RMIUJPPY,39,P60,C61,255,1306882.3769782123
4181,BOUDJELOUAH Issam,UIREBCCQH DCLDASOJ,20,P55,C56,341,715758.4951204814
4182,BOUDJELOUAH Issam,VWICWF UCKGWBAYL,60,P41,C42,64,7916593.490389112
4183,AIT-AISSA Salim,OIFJQWJHR BMLNF,30,P17,C18,314,7401585.163351004
4184,AGOUILAL riadh,ANXDQMVYK ROPBN,52,P32,C33,239,6673473.086971477
4185,BOUDJELOUAH Issam,JSLPFQB XGSGDV,52,P59,C60,254,1360213.918491459
4186,TOUATI Abderahmane,ARIFCSMHW ONJFGRYK,62,P5,C6,379,9093535.176036132
4187,BADREDDINE Manel,RQIYZMEBO PPTZCZ,46,P25,C26,393,1135954.927153995
4188,BADREDDINE Manel,YAUFDYRW UTEDRFKND,37,P30,C31,190,3822531.6154076853
4189,LAIHEM Said,HMLRGBB ZPUAQDL,23,P33,C34,255,4990205.99414164
4190,BADREDDINE Manel,UHTWRFCTJ INDCLEA,22,P60,C61,261,55681.20097866928
4191,LAIHEM Said,SFQNFNBGK UYTJA,22,P87,C88,104,1206152.1856765244
4192,TOUATI Abderahmane,XTZKXNEH SJZRTIERZ,49,P28,C29,262,9659589.061974363
4193,MOHAMMEDI Asma,BMXVCWCZW OWXYAG,47,P73,C74,376,6046684.824487664
4194,MOHAMMEDI Asma,GASPASAB MGPOVKDGU,44,P80,C81,94,2564657.792936133
4195,AGOUILAL riadh,KBVKKWC ALUYUPIOL,47,P11,C12,225,7292973.285526589
4196,BOUDJELOUAH Issam,XGNMHIWT SWJYGB,48,P14,C15,92,7981870.518337613
4197,LAIHEM Said,ATHZEYL QMITMFIE,21,P32,C33,382,4620108.957610434
4198,ALLAM Lamine,TCDFW KWQHBF,50,P52,C53,358,258222.87641517416
4199,ALLAM Lamine,GLWRKWWLW TPOQWQ,36,P89,C90,202,7438645.533532779
4200,AIT-AISSA Salim,VFFXVROP HFWXC,43,P21,C22,245,3439426.2887710957
4201,LAIHEM Said,MCRQG XKLHCMPB,63,P76,C77,363,2044585.7854373218
4202,BOUDJELOUAH Issam,XWBTMN GVGLXIM,58,P75,C76,395,4868743.385821375
4203,AIT-AISSA Salim,ZPMYTAO BVXGHN,51,P62,C63,291,4776607.262381661
4204,LAIHEM Said,UPYSWHTBR GBUGM,52,P68,C69,32,8351032.155012835
4205,ALLAM Lamine,FHMTISPL DPDZYWKTX,61,P7,C8,86,468027.9333867735
4206,TOUATI Abderahmane,IQXMOP CKALY,65,P70,C71,183,6997404.803799478
4207,MOHAMMEDI Asma,AXYGFRIB INBBBEAI,63,P40,C41,237,5808058.092274215
4208,AIT-AISSA Salim,QASGJCWE SFWJZRH,56,P85,C86,207,68718.2718573077
4209,TOUATI Abderahmane,DCTODBL HOJMAK,65,P43,C44,202,7902969.584638078
4210,BOUDJELOUAH Issam,FSWADZKSD WRESPXV,32,P21,C22,57,1978411.26262094
4211,MOHAMMEDI Asma,PISJCIONY RIIPRH,64,P55,C56,168,9299565.56523152
4212,ALLAM Lamine,FSWPMTGYI IDOFNU,59,P88,C89,295,5599909.477110019
4213,AGOUILAL riadh,TRQAZZ ZGFYCLPUB,44,P5,C6,301,4800852.8950746115
4214,TOUATI Abderahmane,GOPWPWSLG TLBVIWLN,30,P17,C18,176,5187699.35537241
4215,BADREDDINE Manel,XDAHTLUI MPSBPHEEC,25,P44,C45,33,4924580.500382231
4216,TOUATI Abderahmane,SVLAPFFD ULHWM,38,P22,C23,46,683128.8325069145
4217,TOUATI Abderahmane,HWZBIF KDUAGGVC,32,P4,C5,92,3496128.5357094915
4218,BOUDJELOUAH Issam,RDXFLHXEH XIPIR,21,P39,C40,366,7170177.121518411
4219,AIT-AISSA Salim,FHCOI LZICXNS,50,P62,C63,271,6863426.782037843
4220,BOUDJELOUAH Issam,DMRTBHWE TJRYRPEX,39,P3,C4,121,813905.8929429027
4221,TAIR Karim,EOXSIMHZ LFJNYKHE,42,P1,C2,26,8044878.563160573
4222,AIT-AISSA Salim,JWWGV NETWJD,62,P30,C31,136,4089986.279206456
4223,TAIR Karim,PYELPGTPR CSJELANRR,21,P14,C15,116,1513773.4310575607
4224,AGOUILAL riadh,PVABIGW ZKFQCKEL,36,P25,C26,315,6694402.344101638
4225,BOUDJELOUAH Issam,SPCFYQVXE YHUFNBLBU,47,P67,C68,361,4107456.6946488796
4226,TAIR Karim,WCSUS TFADATM,35,P33,C34,124,7557272.336197479
4227,AIT-AISSA Salim,SNQMZEJ FNFBUBEGO,39,P86,C87,145,2049343.309721605
4228,AIT-AISSA Salim,QWAKVH BQZVMXZV,21,P83,C84,150,6596873.202324147
4229,AIT-AISSA Salim,OMKQUH NNMXLP,64,P28,C29,122,5369109.9094752725
4230,LAIHEM Said,WGAXX ZAZCNB,21,P41,C42,141,7826659.252664292
4231,AIT-AISSA Salim,SCCUWG OPIHJ,33,P59,C60,110,8140633.797785402
4232,TAIR Karim,IMKYSJIE NHINP,20,P88,C89,131,1562313.7198184459
4233,BOUDJELOUAH Issam,GNZIKRCOC NVTKRTXZP,32,P68,C69,31,53565.66307466463
4234,ALLAM Lamine,UZQUHBUX HPBESUBQ,44,P3,C4,286,1328082.110972966
4235,LAIHEM Said,CFKEU XNSEWTW,49,P60,C61,343,7582058.6535960175
4236,LAIHEM Said,PDNGOFK SFBSSNI,57,P0,C1,320,8610198.902563851
4237,ALLAM Lamine,CMJDCN TQAVDGYCC,52,P6,C7,318,8458535.018130006
4238,AIT-AISSA Salim,SYGTBXCIO STHHV,32,P45,C46,397,7722671.088030766
4239,MOHAMMEDI Asma,QYAIZR SMPPQJK,61,P33,C34,41,88030.59717115365
4240,AIT-AISSA Salim,WTPLTYM INNKK,20,P32,C33,214,6179389.436298436
4241,BADREDDINE Manel,IFOHLBXQ IDYAAL,56,P78,C79,282,2468444.275493869
4242,TAIR Karim,FLLXUVYFY GSPPU,34,P55,C56,364,3411527.1450750264
4243,BADREDDINE Manel,DNONUTZ KAKNSLEJP,33,P7,C8,264,7610388.678833326
4244,TAIR Karim,WQNCW GVJVOY,37,P60,C61,306,4472976.796688917
4245,BADREDDINE Manel,FTNPNU SBXFC,36,P3,C4,61,9169295.02942599
4246,MOHAMMEDI Asma,RZGCMNPR UZWTLVWB,48,P60,C61,131,2407675.770980521
4247,AGOUILAL riadh,VSOFVDYF TRQZZKER,28,P42,C43,74,8771327.86768512
4248,BADREDDINE Manel,MYSKA WHGXRQ,41,P57,C58,87,3549877.989874059
4249,MOHAMMEDI Asma,IMDFJA XQMGK,30,P57,C58,34,4657672.5821797475
4250,LAIHEM Said,GXPWGUK CFSNDYKK,51,P24,C25,161,8612171.941827718
